name,file,theorems_before_count,tactics_count,tactics
strong_fairness_invar,core/LabeledNet.v,0,16,unfold;unfold;intros;assert;constructor;constructor;destruct;assumption;simpl;assumption;clear;generalize;clear;intro;case;trivial
Locked_enables_MsgLocked,systems/LiveLockServ.v,97,12,unfold;intros;find_apply_lem_hyp;break_exists_name;break_exists_name;eexists;apply;eauto;simpl;monad_unfold;simpl;eauto
inputs_m_app,systems/PrimaryBackup.v,8,9,unfold;intros;induction;simpl;repeat;break_match;subst;simpl;auto
mutual_exclusion_invariant,systems/LiveLockServ.v,58,3,intros;apply;auto
network_invariant_init,systems/PrimaryBackup.v,51,3,unfold;simpl;auto
NOABT_tail,systems/PrimaryBackup.v,59,4,unfold;intros;simpl;eauto
mgv_ghost_invariant_lower,core/GhostSimulations.v,11,10,intros;apply;break_exists;intuition;subst;apply;eauto;rewrite;auto;eauto
pt_map_odnet_tot_map_label_event_inf_often_occurred,core/PartialMapExecutionSimulations.v,18,7,move;apply;apply;case;rewrite;move;rewrite
revertNetwork_packets,systems/SeqNumCorrect.v,12,6,intros;apply;apply;repeat;find_rewrite;in_crush
ClientNetHandler_lbcases,systems/LiveLockServ.v,75,8,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;intuition
last_holder'_no_out_inv,systems/LockServ.v,51,8,induction;intros;simpl;repeat;break_match;subst;intuition;eauto
step_ordered_dynamic_failure_tot_mapped_simulation_star_1,core/TotalMapSimulations.v,47,21,move;change;change;move;induction;rewrite;exact;concludes;repeat;find_rewrite;destruct;destruct;rewrite;find_apply_lem_hyp;rewrite;apply;rewrite;apply;exact;move;exact
inc_in_flight_to_backup_app,systems/Counter.v,5,5,intros;unfold;rewrite;rewrite;auto
head_grant_state_unlock,systems/LiveLockServ.v,73,121,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;discriminate;invcs;unlabeled_unfold;unfold;simpl;monad_unfold;repeat;break_let;repeat;find_inversion;unfold;break_match;rewrite;find_apply_lem_hyp;intuition;subst;rewrite;find_apply_lem_hyp;auto;repeat;find_rewrite;simpl;in_crush;discriminate;subst;find_apply_lem_hyp;find_apply_lem_hyp;apply;now;repeat;find_rewrite;in_crush;apply;eauto;unfold;break_exists;find_rewrite;find_inversion;rewrite;auto;find_apply_lem_hyp;intuition;break_exists;intuition;subst;repeat;find_rewrite;simpl;find_inversion;auto;subst;repeat;find_rewrite;destruct;congruence;simpl;find_inversion;insterU;repeat;conclude_using;eauto;intuition;in_crush;discriminate;in_crush;discriminate;congruence;break_exists;intuition;subst;simpl;repeat;find_rewrite;find_inversion;auto;subst;simpl;find_apply_hyp_hyp;intuition;repeat;find_rewrite;in_crush;discriminate;repeat;find_rewrite;in_crush;find_apply_lem_hyp;intuition;break_exists;break_and;subst;rewrite;find_apply_hyp_hyp;intuition;subst;rewrite;auto;find_apply_lem_hyp;find_apply_lem_hyp;apply;unfold;assert;auto;clear;subst;simpl;auto;subst;rewrite;auto;subst;simpl;rewrite;apply;auto
ghost_invariant_lower,core/GhostSimulations.v,5,10,intros;apply;break_exists;intuition;subst;apply;eauto;rewrite;auto;eauto
outputs_m_inl_read_singleton,systems/PrimaryBackup.v,15,2,destruct;auto
inc_in_flight_to_backup_cons_primary_dst,systems/Counter.v,6,7,intros;unfold;simpl;repeat;break_match;congruence;auto
held_eventually_InputUnlock,systems/LiveLockServ.v,95,7,intros;assert;intuition;eapply_prop_hyp;now;unfold;solve_by_inversion
adjacent_to_symmetric,core/NameOverlay.v,0,8,unfold;intros;inversion;subst;apply;intro;rewrite;auto
deserialize_serialize_onet_id,systems/SerializedMsgParamsCorrect.v,10,11,case;rewrite;set;have;rewrite;clear;apply;apply;elim;rewrite;rewrite
pt_map_onet_hd_step_ordered_failure_star,core/PartialMapExecutionSimulations.v,12,6,move;rewrite;move;destruct;simpl;exact
unlock_in_flight_all_clients_false,systems/LockServ.v,17,9,intros;destruct;auto;firstorder;find_copy_apply_lem_hyp;auto;unfold;break_exists;congruence
root_unique,core/NameOverlay.v,2,21,intros;unfold;intros;case;intro;case;intro;inversion;auto;inversion;unfold;rewrite;rewrite;contradict;auto;inversion;unfold;rewrite;rewrite;contradict;auto
dup_drop_swap,core/DupDropReordering.v,4,8,intros;apply;apply;simpl;auto;apply;apply;constructor
step_async_pt_ext_mapped_simulation_1,core/PartialExtendedMapSimulations.v,3,85,move;case;move;destruct;left;rewrite;have;case;case;inversion;destruct;destruct;exists;apply;rewrite;case;rewrite;rewrite;injection;rewrite;rewrite;rewrite;case;case;case;inversion;subst;move;simpl;have;rewrite;rewrite;find_inversion;rewrite;rewrite;rewrite;rewrite;right;rewrite;rewrite;case;case;rewrite;case;rewrite;have;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;move;destruct;left;destruct;destruct;exists;apply;rewrite;have;rewrite;rewrite;find_inversion;rewrite;rewrite;rewrite;right;rewrite;have;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite
trace_inputs_app,systems/Counter.v,14,5,unfold;intros;rewrite;rewrite;auto
MsgLock_in_queue_or_Locked,systems/LiveLockServ.v,110,44,intros;invcs;invcs;monad_unfold;unfold;break_match_hyp;unfold;find_apply_lem_hyp;intuition;congruence;unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;left;right;fold;repeat;find_rewrite;simpl;left;congruence;update_destruct_max_simplify;congruence;find_inversion;repeat;find_rewrite;destruct;congruence;exists;simpl;constructor;apply;monad_unfold;find_apply_lem_hyp;intuition;congruence;break_exists;intuition;congruence;unfold;congruence
pt_map_odnet_hd_step_ordered_dynamic_failure_star_always,core/PartialMapExecutionSimulations.v,25,4,case;apply;exact;exact
inputs_m_on_nil,systems/PrimaryBackup.v,35,1,auto
weak_fairness_extensional,core/LabeledNet.v,3,16,move;rewrite;move;have;move;set;move;suff;move;apply;exact;apply;move;apply;exact;exact
ZOOOPST_singleton_inl,systems/PrimaryBackup.v,79,5,unfold;simpl;intuition;subst;discriminate
step_ordered_dynamic_failure_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,8,11,move;have;rewrite;rewrite;have;rewrite;elim;case;case;rewrite;exact
outputs_m_read_response_singleton,systems/PrimaryBackup.v,46,4,intros;simpl;break_match;auto
map_tot_map_trace_eq,core/TotalMapSimulations.v,41,3,elim;move;rewrite
transformer,systems/PrimaryBackup.v,57,3,intros;find_apply_lem_hyp;eauto
InputLock_Lock,systems/LiveLockServ.v,106,32,intros;invcs;invcs;monad_unfold;unfold;break_match_hyp;unfold;find_apply_lem_hyp;intuition;congruence;unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;monad_unfold;find_apply_lem_hyp;intuition;congruence;break_exists;intuition;congruence;fold;repeat;find_rewrite;simpl;left;unfold;congruence;unfold;congruence
pt_map_in_snd,core/PartialMapSimulations.v,19,17,move;elim;move;case;exact;case;rewrite;case;rewrite;rewrite;inversion;rewrite;move;move;case;inversion;exact
messages_trigger_labels,systems/LiveLockServ.v,80,28,intros;cofix;destruct;destruct;simpl;intros;invcs;destruct;subst;apply;simpl;reflexivity;apply;simpl;unfold;unfold;simpl;now;auto;simpl;apply;auto;simpl;destruct;auto;unfold;now;find_apply_hyp_hyp
NOABT_nil,systems/PrimaryBackup.v,62,3,unfold;simpl;intuition
empty_queue_all_clients_false,systems/LiveLockServ.v,16,5,intuition;destruct;auto;exfalso;eauto
true_in_reachable_elim,core/Net.v,9,14,intros;unfold;intros;intuition;apply;eexists;econstructor;apply;break_exists;eexists;apply;find_apply_lem_hyp;econstructor;eauto
eventually_Unlock,systems/LiveLockServ.v,101,24,intros;find_apply_lem_hyp;break_exists_name;break_exists;exists;clear;invcs;find_eapply_lem_hyp;eauto;intuition;apply;unfold;intuition;eauto;eauto;find_apply_lem_hyp;eauto;destruct;simpl;eauto;apply;auto;eauto;eauto
simulation,systems/PrimaryBackup.v,56,16,intros;apply;prep_induction;induction;intros;subst;unfold;constructor;repeat;concludes;rewrite;unfold;find_apply_lem_hyp;simpl;unfold;eauto
step_star_lb_step_execution,core/LabeledNet.v,7,19,move;case;move;cofix;move;case;constructor;apply;inversion;subst_max;simpl;rewrite;rewrite;rewrite;have;rewrite;exact;move;apply
InputLock_eventually_MsgLock,systems/LiveLockServ.v,108,6,intros;find_apply_lem_hyp;auto;destruct;simpl;eauto
true_in_reachable_transform,systems/SeqNumCorrect.v,19,15,intros;find_apply_lem_hyp;intuition;apply;eauto;intros;find_copy_apply_lem_hyp;find_apply_lem_hyp;auto;intuition;break_exists;eauto;repeat;find_rewrite;auto
unlock_in_flight_all_clients_false,systems/LiveLockServ.v,17,9,intros;destruct;auto;firstorder;find_copy_apply_lem_hyp;auto;unfold;break_exists;congruence
processPackets_nums_unique,systems/SeqNumCorrect.v,3,20,induction;intros;simpl;invcs;intuition;break_match;invcs;intuition;subst;intuition;subst;simpl;apply;intuition;subst;simpl;apply;intuition;apply;intuition
tot_map_trace_occ_in_inv,core/TotalMapSimulations.v,6,20,case;case;move;case;move;case;case;move;case;move;case;move;move;inversion;find_apply_lem_hyp;repeat;find_rewrite;exists;exists;exists
mgv_map_id_tr,core/GhostSimulations.v,6,6,elim;move;rewrite;break_let;break_match;rewrite
ghost_simulation_2,core/GhostSimulations.v,2,46,move;apply;move;exists;split;eauto;rewrite;rewrite;set;set;have;rewrite;apply;case;set;set;have;rewrite;apply;case;rewrite;rewrite;rewrite;set;set;have;rewrite;apply;case;set;set;have;rewrite;apply;case;rewrite;rewrite;rewrite;move;elim;case;case;move;rewrite;move;rewrite
pt_ext_map_update_eq_some,core/PartialExtendedMapSimulations.v,2,8,move;case;case;case;inversion;subst;move;exact
dup_drop_in,core/DupDropReordering.v,8,11,induction;intros;auto;invc;simpl;intuition;subst;auto;apply;find_apply_lem_hyp;intuition
remove_eq_o,lib/FMapVeryWeak.v,0,5,intros;unfold;apply;rewrite;reflexivity
ZOOOPST_app,systems/PrimaryBackup.v,76,4,induction;intros;auto;eauto
tot_map_update_packet_eq,core/TotalMapSimulations.v,2,3,move;case;exact
locks_correct_unlock_net_handlers_old,systems/LiveLockServ.v,36,2,set_up_net_handlers;eauto
step_ordered_dynamic_failure_tot_mapped_simulation_1,core/TotalMapSimulations.v,46,166,move;invcs;rewrite;apply;exact;set;set;set;set;have;rewrite;apply;rewrite;break_match_goal;break_if;break_if;congruence;repeat;find_rewrite;repeat;find_rewrite_lem;find_reverse_rewrite;find_rewrite_lem;find_rewrite;break_if;break_if;congruence;find_rewrite;repeat;find_rewrite;repeat;find_rewrite_lem;rewrite;have;rewrite;rewrite;rewrite;rewrite;set;set;set;set;set;have;rewrite;apply;rewrite;apply;exact;rewrite;apply;apply;exact;apply;exact;move;apply;apply;rewrite;rewrite;suff;rewrite;rewrite;elim;rewrite;move;set;set;set;move;have;have;unfold;repeat;break_or_hyp;repeat;break_and;repeat;find_rewrite;find_apply_lem_hyp;find_apply_lem_hyp;case;case;rewrite;find_apply_lem_hyp;find_apply_lem_hyp;rewrite;rewrite;apply;exact;exact;rewrite;break_match;congruence;rewrite;find_rewrite;rewrite;repeat;break_let;repeat;tuple_inversion;set;set;rewrite;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;rewrite;rewrite;apply;exact;exact;rewrite;break_match;congruence;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;set;set;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;rewrite;rewrite;set;have;rewrite;rewrite;apply;apply;exact;apply;exact;move;have;have;rewrite;have;have;rewrite;apply;exact;exact;rewrite;rewrite;rewrite
step_async_star_lb_step_execution,core/LabeledNet.v,9,2,apply;exact
processInputs_nil_defn,systems/PrimaryBackup.v,37,1,auto
LockServ_nwnw_net_handlers_new_new,systems/LockServ.v,47,1,set_up_net_handlers
Unlock_enables_MsgUnlock,systems/LiveLockServ.v,86,22,unfold;intros;find_apply_lem_hyp;break_exists_name;break_exists_name;unfold;destruct;destruct;destruct;cut;intros;subst;repeat;eexists;econstructor;eauto;handler_unfold;repeat;break_match;repeat;find_inversion;auto
not_in_failed_in_exclude,core/TotalMapSimulations.v,32,11,elim;move;have;break_or_hyp;break_and;find_rewrite;break_or_hyp;exact;left;right;exact
lb_step_failure_pt_mapped_simulation_1_non_silent,core/PartialMapExecutionSimulations.v,0,73,move;have;rewrite;move;rewrite;invcs;destruct;destruct;simpl;break_match;have;rewrite;repeat;break_let;tuple_inversion;have;destruct;simpl;break_match;find_injection;rewrite;apply;rewrite;find_rewrite;rewrite;rewrite;exact;rewrite;destruct;simpl;break_match;find_injection;clean;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;break_and;repeat;tuple_inversion;rewrite;rewrite;case;have;rewrite;repeat;break_let;tuple_inversion;apply;exact;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;rewrite
ServerNetHandler_cases,systems/LiveLockServ.v,9,40,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;find_apply_lem_hyp;find_rewrite;simpl;intuition;left;eexists;intuition;simpl;find_apply_lem_hyp;intuition;left;eexists;intuition;simpl;intuition;auto;congruence;simpl;destruct;simpl;subst;intuition;auto;congruence;simpl;intuition;simpl;intuition;eauto;simpl;intuition;auto;congruence
strong_fairness_extensional,core/LabeledNet.v,1,16,move;rewrite;move;have;move;set;move;suff;move;apply;exact;apply;move;apply;exact;exact
trace_mutual_exclusion'_extend_input_server,systems/LiveLockServ.v,63,6,induction;intros;simpl;repeat;break_match;intuition
step_ordered_dynamic_failure_serialize_simulation,systems/SerializedMsgParamsCorrect.v,7,15,move;have;rewrite;rewrite;have;rewrite;rewrite;rewrite;have;rewrite;elim;case;case;rewrite;exact
pt_map_in_in,core/PartialMapSimulations.v,17,31,move;elim;case;rewrite;case;move;case;inversion;have;rewrite;case;left;apply;rewrite;rewrite;left;contradict;apply;move;apply;right;move;case;right;apply;move;apply;right;move;case;right
trace_mutex'_locked_extend,systems/LiveLockServ.v,54,10,induction;intros;simpl;subst;auto;simpl;repeat;break_match;subst;intuition
trace_mutex'_no_out_extend,systems/LockServ.v,50,8,induction;intuition;unfold;simpl;repeat;break_match;subst;intuition
not_in_failed_not_in,core/TotalMapSimulations.v,10,14,move;elim;move;case;case;left;rewrite;rewrite;exact;contradict;apply;move;case;right
last_holder'_input_inv_server,systems/LiveLockServ.v,65,9,induction;intros;simpl;repeat;break_match;auto;congruence;subst;eauto
ordered_dynamic_state_not_initialized_not_failed,core/DynamicNetLemmas.v,3,29,move;have;have;rewrite;move;induction;rewrite;repeat;find_rewrite;concludes;invc;rewrite;move;have;move;case;right;exact;move;exact;move;exact;move;move;case;repeat;find_rewrite;contradict;exact
processPackets_NoDup,systems/SeqNumCorrect.v,5,17,induction;intros;simpl;find_inversion;constructor;simpl;break_match;find_inversion;specialize;concludes;constructor;auto;intro;apply;eauto;simpl;omega
ClientNetHandler_cases,systems/LiveLockServ.v,8,10,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;intuition;auto;congruence
nodup,systems/LockServ.v,1,8,unfold;apply;in_crush;discriminate;apply;intros;congruence;apply
RT1n_step,core/Net.v,6,11,intros;induction;simpl;rewrite;econstructor;eauto;constructor;concludes;rewrite;econstructor;eauto
locks_correct_net_handlers,systems/LockServ.v,20,2,set_up_net_handlers;eauto
step_ordered_failure_pt_ext_mapped_simulation_star_1,core/PartialExtendedMapSimulations.v,8,33,move;have;have;rewrite;rewrite;move;induction;rewrite;rewrite;exists;rewrite;exact;concludes;rewrite;case;case;rewrite;move;apply;case;move;move;exists;have;apply;have;rewrite;apply;exact;move;rewrite;move;exists
locks_correct_unlock_true_to_false,systems/LiveLockServ.v,28,6,unfold;intros;exists;intuition;now;rewrite
input_handlers_InputHandlers,systems/Counter.v,3,8,intros;simpl;monad_unfold;repeat;break_let;find_inversion;destruct;auto
ordered_dynamic_uninitialized_state,core/DynamicNetLemmas.v,0,41,move;have;move;induction;rewrite;concludes;invc;rewrite;move;rewrite;rewrite;have;move;case;left;have;move;case;right;case;rewrite;exact;move;rewrite;rewrite;have;move;rewrite;case;exact;move;rewrite;rewrite;have;move;rewrite;case;exact;move;rewrite;exact
lb_step_ordered_dynamic_failure_tot_mapped_simulation_1,core/TotalMapExecutionSimulations.v,12,68,move;invcs;rewrite;apply;exact;exact;rewrite;find_rewrite;rewrite;find_rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;set;set;have;rewrite;apply;repeat;break_if;rewrite;rewrite;rewrite;rewrite;rewrite;apply;exact;exact;rewrite;find_rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;set;set;have;rewrite;apply;repeat;break_match;congruence;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;exact
last_holder_some_unlock_inv,systems/LockServ.v,70,9,induction;intros;simpl;repeat;break_match;subst;intuition;congruence;eauto
pbj_NOABT,systems/PrimaryBackup.v,70,28,intros;find_apply_lem_hyp;prep_induction;induction;intros;auto;subst;repeat;concludes;apply;auto;invc;simpl;find_apply_lem_hyp;intuition;subst;repeat;find_rewrite;auto;rewrite;apply;auto;find_apply_lem_hyp;intuition;break_exists;intuition;subst;auto
locks_correct_update_true,systems/LockServ.v,11,6,unfold;intros;destruct;rewrite;find_inversion;auto
refl_trans_1n_trace_n1_ind,core/Net.v,8,7,intros;find_apply_lem_hyp;apply;eauto;intros;apply;eauto
ordered_dynamic_nodes_no_dup,core/DynamicNetLemmas.v,5,10,move;have;move;induction;rewrite;exact;concludes;invc;rewrite;exact
serialize_odnet_tot_map_odnet,systems/SerializedMsgParamsCorrect.v,0,9,move;rewrite;rewrite;rewrite;set;have;rewrite;apply;case
locks_correct_locked_sent_unlock,systems/LiveLockServ.v,26,3,unfold;intuition;congruence
deserialize_serialize_net_id,systems/SerializedMsgParamsCorrect.v,9,11,case;rewrite;set;have;rewrite;clear;rewrite;elim;rewrite;case;rewrite
pt_map_onet_tot_map_labeled_event_inf_often_enabled,core/PartialMapExecutionSimulations.v,8,22,move;have;auto;move;apply;rewrite;move;apply;apply;apply;exact;exact;apply;exact;exact;rewrite;move;apply;apply;rewrite;case;exact
step_ordered_dynamic_failure_tot_one_mapped_simulation_1,core/SingleSimulations.v,2,47,move;invcs;left;have;move;rewrite;have;congruence;move;rewrite;break_if;find_rewrite;congruence;move;rewrite;break_if;left;congruence;right;find_injection;rewrite;find_injection;destruct;have;break_and;exists;apply;rewrite;move;rewrite;break_if;left;rewrite;find_injection;right;find_injection;rewrite;find_injection;destruct;have;break_and;exists;apply;rewrite;left;find_rewrite;find_injection
correspond_preserved_primary_same_no_outputs,systems/PrimaryBackup.v,12,7,unfold;intros;rewrite;repeat;find_rewrite;rewrite;auto
locks_correct_unlock_input_handlers_new,systems/LiveLockServ.v,29,2,set_up_input_handlers;auto
step_ordered_failure_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,25,27,move;have;have;rewrite;rewrite;move;induction;rewrite;rewrite;rewrite;exact;concludes;rewrite;case;case;rewrite;move;apply;rewrite;case;have;apply;rewrite;apply;exact;move;rewrite
tot_map_onet_label_event_inf_often_occurred,core/TotalMapExecutionSimulations.v,9,7,move;apply;apply;case;rewrite;move;rewrite
mgv_ghost_invariant_lift,core/GhostSimulations.v,10,2,intros;eauto
true_in_reachable_reqs,core/Net.v,2,15,intros;unfold;intros;break_exists;induction;intuition;eauto;apply;intros;break_exists;apply;eauto;eexists;econstructor;eauto
outputs_m_inr_primary_singleton,systems/PrimaryBackup.v,16,5,unfold;intros;break_match;auto;congruence
pt_map_odnet_deserialize_odnet,systems/SerializedMsgParamsCorrect.v,14,11,move;rewrite;rewrite;set;rewrite;set;have;rewrite;apply;case;rewrite
pt_map_onet_tot_map_labeled_event_state_continuously_enabled,core/PartialMapExecutionSimulations.v,9,19,move;have;auto;move;apply;apply;exact;apply;exact;apply;exact;exact;rewrite;move;apply;apply;case;simpl;exact
LockServ_nwnw_input_handlers_old_new,systems/LockServ.v,43,11,unfold;set_up_input_handlers;auto;destruct;auto;now;rewrite;eauto;now;rewrite;eauto
step_ordered_failure_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,6,10,move;have;rewrite;have;rewrite;elim;case;case;rewrite;exact
clients_only_move_up_in_queue,systems/LiveLockServ.v,84,86,intros;cofix;destruct;destruct;intros;invcs;invcs;unfold;break_match;coinductive_case;find_rewrite;simpl;now;rewrite;find_apply_lem_hyp;intuition;coinductive_case;repeat;find_rewrite;simpl;rewrite;break_exists;intuition;repeat;find_rewrite;solve_by_inversion;now;eauto;exfalso;clear;subst;invcs;repeat;find_reverse_rewrite;simpl;repeat;find_rewrite;now;solve_by_inversion;clear;apply;simpl;fold;repeat;find_rewrite;simpl;rewrite;repeat;find_rewrite;intuition;eauto;break_exists;intuition;subst;find_apply_lem_hyp;repeat;find_rewrite;invcs;auto;coinductive_case;repeat;find_rewrite;simpl;now;rewrite;unfold;find_apply_lem_hyp;intuition;break_exists;break_and;subst;coinductive_case;repeat;find_rewrite;simpl;now;rewrite;coinductive_case;repeat;find_rewrite;simpl;update_destruct;subst;now;rewrite;coinductive_case
net_handlers_NetHandler,systems/Counter.v,2,8,intros;simpl;monad_unfold;repeat;break_let;find_inversion;destruct;auto
locks_correct_update_false,systems/LockServ.v,6,9,unfold;intuition;destruct;find_inversion;exfalso;rewrite;congruence;rewrite;auto
input_eq_dec,systems/VarD.v,0,2,decide_equality;auto
dup_drop_reorder,core/DupDropReordering.v,12,29,induction;intros;destruct;constructor;simpl;exfalso;eauto;destruct;apply;auto;apply;intros;find_apply_lem_hyp;intuition;find_apply_hyp_hyp;simpl;intuition;exfalso;eauto;apply;apply;apply;simpl;intros;find_copy_apply_hyp_hyp;intuition;subst;exfalso;eauto
inputs_eq_outputs_plus_inc_plus_ack,systems/Counter.v,23,49,intros;revert;induction;intros;subst;reflexivity;concludes;invc;simpl;find_apply_lem_hyp;repeat;find_rewrite;rewrite;rewrite;rewrite;repeat;rewrite;repeat;rewrite;find_apply_lem_hyp;destruct;rewrite;eauto;rewrite;simpl;omega;rewrite;auto;rewrite;unfold;simpl;rewrite;omega;find_apply_lem_hyp;find_apply_lem_hyp;rewrite;repeat;rewrite;repeat;rewrite;repeat;rewrite;repeat;rewrite;rewrite;rewrite;unfold;simpl;omega
ZOOOPST_tail,systems/PrimaryBackup.v,73,3,unfold;simpl;eauto
step_1_star_trace_correct',systems/VarD.v,8,9,intros;find_apply_lem_hyp;induction;constructor;find_apply_lem_hyp;find_apply_lem_hyp;auto;apply;eauto
step_async_tot_mapped_simulation_star_1,core/TotalMapSimulations.v,8,15,move;move;induction;rewrite;rewrite;exact;concludes;repeat;find_rewrite;find_apply_lem_hyp;rewrite;apply;rewrite;apply;exact
last_holder_unlock_none,systems/LiveLockServ.v,69,3,intros;apply;auto
locks_correct_implies_mutex,systems/LockServ.v,2,8,unfold;intros;repeat;find_apply_hyp_hyp;break_exists;find_rewrite;find_inversion;auto
outputs_m_on_nil,systems/PrimaryBackup.v,33,1,auto
tot_map_odnet_label_event_inf_often_occurred,core/TotalMapExecutionSimulations.v,15,7,move;apply;apply;case;rewrite;move;rewrite
tot_map_odnet_label_event_inf_often_occurred_conv,core/TotalMapExecutionSimulations.v,16,19,move;apply;apply;rewrite;case;case;move;inversion;subst_max;rewrite;case;case;move;inversion;subst_max;case;rewrite;move;exact
add_neq_o,lib/FMapVeryWeak.v,0,7,intros;unfold;apply;intro;contradict;apply;assumption
nw_nw_distinct_pairs_and_elim,core/StatePacketPacketDecomposition.v,2,10,induction;intros;subst;simpl;intuition;eauto;subst;eauto;apply;eauto
last_holder'_unlock_none,systems/LockServ.v,68,7,induction;intros;simpl;repeat;break_match;intuition;congruence
trace_correct'_trace_correct,systems/VarD.v,2,8,intros;induction;constructor;subst;constructor;auto;find_rewrite_lem;auto
outputs_m_inr_nil,systems/PrimaryBackup.v,13,2,destruct;auto
step_async_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,7,29,move;move;induction;rewrite;rewrite;rewrite;exists;split;exact;concludes;rewrite;apply;case;move;exists;split;have;apply;rewrite;apply;exact;rewrite;move;rewrite;move;exists;split;rewrite;rewrite
locks_correct_locked_input_handlers_old,systems/LockServ.v,27,7,set_up_input_handlers;destruct;auto;auto;now;rewrite;eauto
transformed_correctness,systems/LockServSeqNum.v,0,6,intros;assert;unfold;apply;unfold;eauto
step_ordered_failure_star_lb_step_execution,core/LabeledNet.v,13,2,apply;exact
locks_correct_locked_net_handlers_old,systems/LockServ.v,38,2,set_up_net_handlers;eauto
step_1_star_trace_correct,systems/VarD.v,9,3,intros;find_apply_lem_hyp;eauto
inputs_ge_outputs,systems/Counter.v,24,3,intros;apply;omega
inputs_m_primary_inl,systems/PrimaryBackup.v,20,1,auto
refl_trans_1n_n1_trace,core/Net.v,5,5,intros;induction;constructor;apply;eauto
step_async_deserialized_simulation_star,systems/SerializedMsgParamsCorrect.v,16,23,move;apply;break_exists;break_and;exists;rewrite;split;find_reverse_rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;set;have;rewrite;elim;move;rewrite;rewrite
output_eq_dec,systems/VarD.v,1,2,decide_equality;auto
InputHandler_inc_in_flight_to_backup_preserved,systems/Counter.v,8,11,unfold;simpl;intros;monad_unfold;repeat;break_match;find_inversion;cbv;auto;rewrite;auto
step_failure_star_lb_step_execution,core/LabeledNet.v,11,2,apply;exact
tot_map_trace_occ_inv,core/TotalMapSimulations.v,5,10,case;case;move;case;case;move;exists;exists;split;inversion
Nth_something_at_head,systems/LiveLockServ.v,89,3,intros;eauto;eauto
step_ordered_dynamic_failure_star_lb_step_reachable,core/LabeledNet.v,16,26,rewrite;case;case;invcs;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;have;auto
Unlock_delivered_MsgUnlock,systems/LiveLockServ.v,87,21,unfold;intros;invcs;repeat;find_rewrite;find_eapply_lem_hyp;eauto;subst;monad_unfold;simpl;handler_unfold;repeat;break_match;repeat;find_inversion;auto;unfold;find_false;apply;auto;intuition
ghost_simulation_1,core/GhostSimulations.v,1,29,move;apply;rewrite;rewrite;rewrite;rewrite;rewrite;move;set;set;have;rewrite;apply;case;rewrite;set;set;set;set;have;rewrite;apply;case;rewrite;have;rewrite;apply;case;rewrite
message_labels_eventually_occur,systems/LiveLockServ.v,81,13,intros;find_eapply_lem_hyp;eauto;find_apply_lem_hyp;intuition;now;eauto;find_apply_lem_hyp;eapply_prop_hyp;auto;destruct;now;find_apply_lem_hyp
ServerNetHandler_lbcases,systems/LiveLockServ.v,76,34,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;find_apply_lem_hyp;find_rewrite;simpl;intuition;left;eexists;intuition;simpl;find_apply_lem_hyp;intuition;left;eexists;intuition;simpl;intuition;simpl;destruct;simpl;subst;intuition;simpl;intuition;simpl;intuition;eauto;simpl;intuition
nodup_to_map_name,core/TotalMapSimulations.v,17,8,elim;move;exact;move;inversion;find_apply_lem_hyp;apply;exact
last_holder'_locked_some_eq,systems/LiveLockServ.v,59,8,induction;intros;simpl;repeat;break_match;subst;eauto;congruence
